NAME,A (au),PER (days),ECC,STAR,RSTAR (Rsun),MSTAR (Msun),MASS (Mjup)
Kepler-107 d,0.0780099,7.958203,10000,Kepler-107,1.411,10000,0.00371234
Kepler-50 b,0.0825598,7.8125124,10000,Kepler-50,1.88,1.23,0.0164915
Kepler-181 b,0.0419466,3.137873,10000,Kepler-181,0.749,10000,0.00674351
Kepler-207 b,0.0269045,1.611865,10000,Kepler-207,1.588,10000,0.0117295
Kepler-284 c,0.219317,37.514456,10000,Kepler-284,0.814,10000,0.0210192
Kepler-239 b,0.101225,11.763051,10000,Kepler-239,0.763,10000,0.0177874
Kepler-408 b,0.0366405,2.46502,10000,Kepler-408,1.23,1.08,0.000699655
Kepler-174 b,0.113583,13.98179,10000,Kepler-174,0.622,10000,0.014454
K2-6 b,0.19095,30.9446,10000,K2-6,0.96,0.97,0.0213284
Kepler-224 d,0.0988375,11.349393,10000,Kepler-224,0.676,10000,0.0174811
Kepler-389 c,0.116434,14.51143,10000,Kepler-389,0.792,10000,0.0107805
Kepler-254 c,0.104915,12.412183,10000,Kepler-254,0.91,10000,0.0160511
Kepler-236 c,0.162691,23.968127,10000,Kepler-236,0.51,10000,0.0147725
Kepler-211 c,0.0649112,6.04045,10000,Kepler-211,0.816,10000,0.00711292
Kepler-294 c,0.0690438,6.6264,10000,Kepler-294,0.976,10000,0.0223552
Kepler-263 c,0.256083,47.332773,10000,Kepler-263,0.785,10000,0.019315
Kepler-349 b,0.0641159,5.929778,10000,Kepler-349,0.927,10000,0.0139923
Kepler-361 b,0.081426,8.486616,10000,Kepler-361,1.343,10000,0.010538
Kepler-318 c,0.101523,11.815007,10000,Kepler-318,1.189,10000,0.0419521
Kepler-372 b,0.0705863,6.849692,10000,Kepler-372,1.137,10000,0.00850717
Kepler-197 e,0.168262,25.209715,10000,Kepler-197,1.12,10000,0.00208313
Kepler-405 c,0.187804,29.726682,10000,Kepler-405,0.893,10000,0.071727
Kepler-26 d,0.0454914,3.543919,10000,Kepler-26,0.571,10000,0.00371234
Kepler-159 b,0.0916828,10.139623,10000,Kepler-159,0.663,10000,0.0183139
Kepler-221 e,0.136253,18.369917,10000,Kepler-221,0.821,10000,0.0212781
Kepler-256 c,0.0441473,3.38802,10000,Kepler-256,1.301,10000,0.0160511
Kepler-276 b,0.114376,14.12841,10000,Kepler-276,1.046,10000,0.0247188
Kepler-143 b,0.124306,16.007583,10000,Kepler-143,1.359,10000,0.0186399
Kepler-189 c,0.144846,20.134866,10000,Kepler-189,0.75,10000,0.0183139
Kepler-281 b,0.117153,14.646008,10000,Kepler-281,0.899,10000,0.0239491
Kepler-196 c,0.256426,47.427737,10000,Kepler-196,0.782,10000,0.0168894
Kepler-238 c,0.0657332,6.155557,10000,Kepler-238,1.43,10000,0.0184218
Kepler-49 c,0.07889,10.9129343,10000,Kepler-49,0.53,0.55,0.0202381
Kepler-55 c,0.202122,42.1516418,10000,Kepler-55,0.58,0.62,0.016585
Kepler-204 c,0.170262,25.660593,10000,Kepler-204,1.238,10000,0.0131908
Kepler-374 c,0.0432285,3.282807,10000,Kepler-374,0.911,10000,0.00409374
Kepler-395 b,0.0719854,7.054346,10000,Kepler-395,0.556,10000,0.00324127
K2-16 b,0.0666347,7.6188,10000,K2-16,0.66,0.68,0.015254
Kepler-80 e,0.0544864,4.645387,10000,Kepler-80,0.637,10000,0.0121773
Kepler-83 d,0.0585134,5.169796,10000,Kepler-83,0.594,10000,0.014298
Kepler-167 b,0.0481157,4.393147,10000,Kepler-167,0.726,0.77,0.010538
Kepler-295 d,0.204929,33.884054,10000,Kepler-295,0.898,10000,0.00850717
Kepler-337 b,0.043316,3.292781,10000,Kepler-337,1.761,10000,0.0115417
Kepler-226 d,0.0789926,8.109044,10000,Kepler-226,0.802,10000,0.00587447
Kepler-386 b,0.104341,12.31043,10000,Kepler-386,0.767,10000,0.00915403
Kepler-363 c,0.0752686,7.542427,10000,Kepler-363,1.485,10000,0.0125062
Kepler-24 d,0.0513038,4.244384,10000,Kepler-24,1.289,10000,0.0123736
Kepler-402 c,0.0655142,6.124821,10000,Kepler-402,1.264,10000,0.0116666
Kepler-127 c,0.186396,29.393195,10000,Kepler-127,1.359,10000,0.0216742
Kepler-203 c,0.0600193,5.370647,10000,Kepler-203,1.114,10000,0.019315
Kepler-202 b,0.0498841,4.069427,10000,Kepler-202,0.667,10000,0.0121124
Kepler-208 e,0.125606,16.259458,10000,Kepler-208,1.314,10000,0.0112762
Kepler-270 c,0.168498,25.262887,10000,Kepler-270,1.461,10000,0.0130508
Kepler-225 c,0.138343,18.794234,10000,Kepler-225,0.48,10000,0.0135483
Kepler-150 d,0.105752,12.56093,10000,Kepler-150,0.939,10000,0.0235009
Kepler-405 b,0.0945195,10.613839,10000,Kepler-405,0.893,10000,0.015437
Kepler-208 b,0.0511769,4.22864,10000,Kepler-208,1.314,10000,0.0121124
Kepler-325 d,0.223972,38.715185,10000,Kepler-325,1.003,10000,0.0235009
Kepler-340 c,0.157474,22.824669,10000,Kepler-340,1.85,10000,0.0341953
Kepler-257 b,0.0349126,2.382667,10000,Kepler-257,1.037,10000,0.0210192
K2-95 b,0.0652569,10.13389,10000,K2-95,0.402,0.361,0.0378756
Kepler-162 b,0.0710671,6.919798,10000,Kepler-162,0.958,10000,0.00656354
K2-21 b,0.0747146,9.32414,10000,K2-21,0.6,0.64,0.011856
Kepler-262 c,0.152976,21.853722,10000,Kepler-262,0.881,10000,0.0121773
Kepler-222 b,0.0487958,3.936981,10000,Kepler-222,0.869,10000,0.0297967
Kepler-334 b,0.0607596,5.470319,10000,Kepler-334,1.068,10000,0.00436179
Kepler-327 c,0.0588339,5.212333,10000,Kepler-327,0.492,10000,0.00324127
Kepler-57 c,0.0942979,11.6092567,10000,Kepler-57,0.73,0.83,0.0115953
K2-35 b,0.0320135,2.39984,10000,K2-35,0.72,0.76,0.00999738
Kepler-172 c,0.0673847,6.388996,10000,Kepler-172,1.085,10000,0.0245625
Kepler-400 c,0.131115,17.340824,10000,Kepler-400,1.145,10000,0.0115291
Kepler-220 e,0.250899,45.902733,10000,Kepler-220,0.666,10000,0.00789025
Kepler-177 b,0.221683,36.855,10000,Kepler-177,1.07,1.07,10000
Kepler-198 c,0.264081,49.567416,10000,Kepler-198,0.94,10000,0.019315
Kepler-65 b,0.0351719,2.15491,10000,Kepler-65,1.41,1.25,0.0105382
Kepler-249 b,0.0434366,3.306539,10000,Kepler-249,0.482,10000,0.00396389
Kepler-165 b,0.0794582,8.180848,10000,Kepler-165,0.77,10000,0.0176845
Kepler-118 c,0.145024,20.17202,10000,Kepler-118,1.094,10000,0.184717
Kepler-122 e,0.221179,37.993273,10000,Kepler-122,1.216,10000,0.0208911
Kepler-400 b,0.0848304,9.024389,10000,Kepler-400,1.145,10000,0.0122424
K2-3 b,0.0769351,10.05403,10000,K2-3,0.561,0.601,0.0163773
Kepler-368 b,0.175473,26.84768,10000,Kepler-368,2.019,10000,0.0318107
Kepler-335 b,0.0685981,6.562331,10000,Kepler-335,1.854,10000,0.0346488
Kepler-316 b,0.0335097,2.240508,10000,Kepler-316,0.52,10000,0.00359062
Kepler-338 b,0.112199,13.726976,10000,Kepler-338,1.735,10000,0.0189734
WASP-167 b,0.0359649,2.0219596,10000,WASP-167,1.756,1.518,1
Kepler-129 b,0.123186,15.79186,10000,Kepler-129,1.641,10000,0.0182069
Kepler-306 d,0.131044,17.326644,10000,Kepler-306,0.719,10000,0.019315
Kepler-107 b,0.0423212,3.179997,10000,Kepler-107,1.411,10000,0.0116666
GJ 9827 b,0.0188775,1.2089802,10000,GJ 9827,0.613,0.614,0.0107839
Kepler-158 c,0.18282,28.551383,10000,Kepler-158,0.624,10000,0.0139923
Kepler-145 c,0.263015,42.882,10000,Kepler-145,1.85,1.32,10000
Kepler-357 c,0.128672,16.85837,10000,Kepler-357,0.834,10000,0.0218083
TRAPPIST-1 c,0.0157578,2.42180746,10000,TRAPPIST-1,0.121,0.089,0.003637
Kepler-53 d,0.0893308,9.751962,10000,Kepler-53,0.958,10000,0.0157841
Kepler-42 c,0.00585017,0.45328509,10000,Kepler-42,0.17,0.13,0.000954523
Kepler-275 d,0.212092,35.676062,10000,Kepler-275,1.383,10000,0.0333072
Kepler-52 b,0.0630945,7.8773565,10000,Kepler-52,0.52,0.54,0.015593
Kepler-370 b,0.0539702,4.57953,10000,Kepler-370,0.9,10000,0.011856
K2-5 c,0.0780146,10.93241,10000,K2-5,0.52,0.53,0.0155133
Kepler-124 c,0.112713,13.821375,10000,Kepler-124,0.636,10000,0.0129124
Kepler-184 c,0.145651,20.303005,10000,Kepler-184,0.873,10000,0.0145328
Kepler-318 b,0.0546218,4.662715,10000,Kepler-318,1.189,10000,0.0733215
Kepler-198 b,0.13337,17.790037,10000,Kepler-198,0.94,10000,0.0239491
Kepler-216 b,0.0762713,7.693641,10000,Kepler-216,1.26,10000,0.0179955
Kepler-292 d,0.0719945,7.055679,10000,Kepler-292,0.826,10000,0.0167934
Kepler-53 b,0.136705,18.6489525,10000,Kepler-53,0.89,0.98,0.0249941
Kepler-221 c,0.0623799,5.690586,10000,Kepler-221,0.821,10000,0.0256819
Kepler-147 b,0.10603,12.610584,10000,Kepler-147,1.468,10000,0.0125754
Kepler-171 b,0.0506781,4.166972,10000,Kepler-171,0.839,10000,0.0178911
Kepler-330 b,0.0799685,8.25978,10000,Kepler-330,0.722,10000,0.00829825
Kepler-229 b,0.0664249,6.252972,10000,Kepler-229,0.728,10000,0.0165098
Kepler-144 c,0.0914719,10.104665,10000,Kepler-144,1.235,10000,0.00829825
Kepler-115 c,0.0846204,8.990889,10000,Kepler-115,1.205,10000,0.0208911
Kepler-320 c,0.134093,17.934937,10000,Kepler-320,1.108,10000,0.00871939
Kepler-274 c,0.202153,33.197861,10000,Kepler-274,1.007,10000,0.0135483
Kepler-26 e,0.254259,46.827915,10000,Kepler-26,0.571,10000,0.0186399
Kepler-254 d,0.138108,18.746477,10000,Kepler-254,0.91,10000,0.0196646
Kepler-264 b,0.231966,40.806231,10000,Kepler-264,1.55,10000,0.0333072
Kepler-122 c,0.105218,12.465988,10000,Kepler-122,1.216,10000,0.115399
Kepler-142 b,0.0313162,2.024152,10000,Kepler-142,1.269,10000,0.014692
Kepler-240 c,0.0779794,7.953528,10000,Kepler-240,0.739,10000,0.0165098
Kepler-298 b,0.0936962,10.475464,10000,Kepler-298,0.582,10000,0.014454
Kepler-363 d,0.102192,11.932125,10000,Kepler-363,1.485,10000,0.0151834
Kepler-177 c,0.26954,49.412,10000,Kepler-177,1.07,1.07,10000
Kepler-215 d,0.192566,30.864423,10000,Kepler-215,1.027,10000,0.0184218
Kepler-232 c,0.0990113,11.379349,10000,Kepler-232,0.968,10000,0.0463015
Kepler-346 b,0.0682408,6.511127,10000,Kepler-346,1.021,10000,0.0216742
Kepler-330 c,0.124035,15.955387,10000,Kepler-330,0.722,10000,0.0143757
Kepler-382 c,0.103505,12.162701,10000,Kepler-382,0.945,10000,0.011856
Kepler-333 c,0.163234,24.08821,10000,Kepler-333,0.534,10000,0.00422638
Kepler-166 c,0.206443,34.260281,10000,Kepler-166,0.742,10000,0.0183139
K2-19 c,0.0996107,11.90715,10000,K2-19,0.86,0.93,0.0677894
Kepler-272 c,0.0650321,6.057342,10000,Kepler-272,0.929,10000,0.0131908
Kepler-157 c,0.111181,13.5405,10000,Kepler-157,1.044,10000,0.0168894
Kepler-308 c,0.121047,15.38231,10000,Kepler-308,0.941,10000,0.0161415
Kepler-157 b,0.028229,1.732342,10000,Kepler-157,1.044,10000,0.00769114
Kepler-52 d,0.215129,36.445171,10000,Kepler-52,0.556,10000,0.0143757
Kepler-197 c,0.0929448,10.349695,10000,Kepler-197,1.12,10000,0.00604207
Kepler-163 b,0.0770446,7.810937,10000,Kepler-163,0.917,10000,0.00347154
Kepler-121 c,0.23273,41.008011,10000,Kepler-121,0.701,10000,0.0171819
Kepler-191 b,0.0904732,9.939632,10000,Kepler-191,0.789,10000,0.00809262
Kepler-123 b,0.130568,17.232366,10000,Kepler-123,1.264,10000,0.0258466
Kepler-320 b,0.0806883,8.371554,10000,Kepler-320,1.108,10000,0.00464108
Kepler-201 b,0.170313,25.672083,10000,Kepler-201,1.229,10000,0.0192003
Kepler-54 b,0.0626016,8.0109434,10000,Kepler-54,0.5,0.51,0.015593
Kepler-355 c,0.170712,25.762294,10000,Kepler-355,1.066,10000,0.0223552
Kepler-375 c,0.144132,19.986326,10000,Kepler-375,0.837,10000,0.0215411
Kepler-137 b,0.0811044,8.436387,10000,Kepler-137,0.802,10000,0.0110268
Kepler-85 d,0.133985,17.91323,10000,Kepler-85,0.893,10000,0.00554835
Kepler-224 c,0.0640814,5.925003,10000,Kepler-224,0.676,10000,0.0290307
K2-35 c,0.056382,5.60912,10000,K2-35,0.72,0.76,0.0159354
Kepler-392 b,0.0598046,5.341853,10000,Kepler-392,1.129,10000,0.00291583
Kepler-247 c,0.087412,9.439452,10000,Kepler-247,0.768,10000,0.0548224
Kepler-271 b,0.0588746,5.217738,10000,Kepler-271,0.88,10000,0.00192504
Kepler-190 c,0.0473476,3.763024,10000,Kepler-190,0.795,10000,0.0107805
Kepler-221 b,0.0388408,2.795906,10000,Kepler-221,0.821,10000,0.0126401
Kepler-172 e,0.209877,35.118736,10000,Kepler-172,1.085,10000,0.0230631
Kepler-178 b,0.0882572,9.576694,10000,Kepler-178,1.066,10000,0.025195
Kepler-147 c,0.203039,33.416423,10000,Kepler-147,1.468,10000,0.0188614
Kepler-378 c,0.184331,28.906009,10000,Kepler-378,0.671,10000,0.00082692
Kepler-158 b,0.127912,16.709184,10000,Kepler-158,0.624,10000,0.0157841
Kepler-308 b,0.0889821,9.694928,10000,Kepler-308,0.941,10000,0.0157841
Kepler-205 c,0.145668,20.306546,10000,Kepler-205,0.546,10000,0.0121773
Kepler-319 b,0.0522529,4.362705,10000,Kepler-319,0.903,10000,0.0121124
Kepler-162 c,0.141525,19.446355,10000,Kepler-162,0.958,10000,0.0273861
Kepler-126 c,0.153051,21.869741,10000,Kepler-126,1.358,10000,0.0117926
Kepler-384 c,0.248874,45.348269,10000,Kepler-384,0.882,10000,0.00450004
K2-3 c,0.139869,24.6454,10000,K2-3,0.561,0.601,0.0129801
Kepler-212 c,0.196459,31.805174,10000,Kepler-212,1.455,10000,0.0227766
Kepler-53 c,0.221868,38.5583038,10000,Kepler-53,0.89,0.98,0.0299365
Kepler-321 b,0.0565776,4.915379,10000,Kepler-321,1.194,10000,0.0130508
Kepler-402 d,0.0841819,8.921099,10000,Kepler-402,1.264,10000,0.00893492
Kepler-339 d,0.0941898,10.558345,10000,Kepler-339,0.802,10000,0.00508144
Kepler-188 b,0.0317043,2.061897,10000,Kepler-188,1.141,10000,0.0124398
Kepler-10 c,0.239656,45.29485,10000,Kepler-10,1.056,0.895,0.054117
Kepler-259 c,0.217013,36.924931,10000,Kepler-259,0.898,10000,0.0222169
Kepler-304 d,0.0887283,9.653471,10000,Kepler-304,0.687,10000,0.0229193
Kepler-150 e,0.192408,30.826557,10000,Kepler-150,0.939,10000,0.0290307
Kepler-218 c,0.246495,44.699576,10000,Kepler-218,1.063,10000,0.029411
Kepler-203 b,0.0421675,3.162697,10000,Kepler-203,1.114,10000,0.0205131
K2-19 b,0.0758978,7.9194,10000,K2-19,0.86,0.93,0.228032
Kepler-244 d,0.14444,20.050401,10000,Kepler-244,0.803,10000,0.0175824
Kepler-358 b,0.20564,34.060467,10000,Kepler-358,0.954,10000,0.0224946
Kepler-373 c,0.127997,16.725948,10000,Kepler-373,0.845,10000,0.00621274
HATS-13 b,0.0405861,3.0440499,10000,HATS-13,0.887,0.962,0.542398
Kepler-299 b,0.0400468,2.927128,10000,Kepler-299,1.032,10000,0.00769114
Kepler-23 d,0.12048,15.274299,10000,Kepler-23,1.548,10000,0.0165098
Kepler-84 b,0.08295,8.726,10000,Kepler-84,1.43,1,0.0172355
Kepler-292 f,0.148181,20.834237,10000,Kepler-292,0.826,10000,0.0179955
Kepler-296 d,0.143477,19.850242,10000,Kepler-296,0.557,10000,0.0172808
Kepler-269 b,0.0596916,5.326718,10000,Kepler-269,0.959,10000,0.019315
Kepler-248 b,0.0668155,6.308205,10000,Kepler-248,0.831,10000,0.0272098
Kepler-160 b,0.0518266,4.309427,10000,Kepler-160,0.884,10000,0.0115417
Kepler-369 c,0.118353,14.871572,10000,Kepler-369,0.471,10000,0.00960182
Kepler-142 d,0.235751,41.809118,10000,Kepler-142,1.269,10000,0.0161415
Kepler-398 b,0.0499821,4.081423,10000,Kepler-398,0.613,10000,0.00225059
Kepler-299 d,0.119323,15.054786,10000,Kepler-299,1.032,10000,0.0136944
Kepler-142 c,0.0553921,4.761702,10000,Kepler-142,1.269,10000,0.0245625
Kepler-181 c,0.0517683,4.302149,10000,Kepler-181,0.749,10000,0.014692
Kepler-364 b,0.170638,25.745718,10000,Kepler-364,1.284,10000,0.011604
Kepler-173 c,0.0783205,8.005777,10000,Kepler-173,0.949,10000,0.0188614
Kepler-290 b,0.11685,14.589347,10000,Kepler-290,0.743,10000,0.0169862
Kepler-223 c,0.0899174,9.848183,10000,Kepler-223,1.017,10000,0.0147725
Kepler-224 e,0.137602,18.643577,10000,Kepler-224,0.676,10000,0.0145328
Kepler-322 c,0.0520493,4.337234,10000,Kepler-322,0.89,10000,0.0123736
V830 Tau b,0.056677,4.927,10000,V830 Tau,2,1,0.695276
Kepler-163 c,0.150603,21.347262,10000,Kepler-163,0.917,10000,0.0170837
Kepler-283 b,0.0968462,11.008151,10000,Kepler-283,0.566,10000,0.0158724
Kepler-214 b,0.122502,15.660544,10000,Kepler-214,1.352,10000,0.0210192
Kepler-314 b,0.0356743,2.461069,10000,Kepler-314,0.95,10000,0.00150361
Kepler-188 c,0.0645963,5.996553,10000,Kepler-188,1.141,10000,0.0303861
Kepler-233 b,0.0813349,8.472382,10000,Kepler-233,0.758,10000,0.0188614
Kepler-118 b,0.0751093,7.518496,10000,Kepler-118,1.094,10000,0.014454
Kepler-65 c,0.0685234,5.859944,10000,Kepler-65,1.41,1.25,0.0214237
Kepler-110 b,0.106481,12.691112,10000,Kepler-110,1.149,10000,0.013476
Kepler-195 b,0.0802786,8.307872,10000,Kepler-195,0.775,10000,0.0150172
Kepler-50 c,0.0932375,9.3761368,10000,Kepler-50,1.88,1.23,0.0234642
Kepler-359 b,0.169831,25.563222,10000,Kepler-359,1.086,10000,0.0380002
Kepler-115 b,0.0351175,2.403679,10000,Kepler-115,1.205,10000,0.00396389
Kepler-180 b,0.11269,13.817124,10000,Kepler-180,1.063,10000,0.0117855
Kepler-310 b,0.113307,13.930698,10000,Kepler-310,0.876,10000,0.00538981
Kepler-222 c,0.0913762,10.08881,10000,Kepler-222,0.869,10000,0.0710944
Kepler-84 c,0.107552,12.883,10000,Kepler-84,1.43,1,0.096
Kepler-58 d,0.229287,40.101371,10000,Kepler-58,1.127,10000,0.0258466
Kepler-357 b,0.0679912,6.475434,10000,Kepler-357,0.834,10000,0.0135483
Kepler-159 c,0.242421,43.595792,10000,Kepler-159,0.663,10000,0.0351084
Kepler-215 b,0.086925,9.360672,10000,Kepler-215,1.027,10000,0.0120479
Kepler-294 b,0.0468277,3.701212,10000,Kepler-294,0.976,10000,0.0130508
Kepler-306 b,0.0544926,4.646186,10000,Kepler-306,0.719,10000,0.0123086
Kepler-83 b,0.0778725,9.77,10000,Kepler-83,0.61,0.66,0.0240196
Kepler-377 b,0.105463,12.509529,10000,Kepler-377,1.224,10000,0.00915403
K2-12 b,0.080381,8.28246,10000,K2-12,1.01,1.01,0.0170169
Kepler-380 b,0.0487448,3.930821,10000,Kepler-380,1.224,10000,0.00538981
Kepler-132 d,0.134468,18.010199,10000,Kepler-132,1.178,10000,0.011604
Kepler-228 b,0.0366865,2.566546,10000,Kepler-228,1.014,10000,0.0125754
Kepler-139 b,0.123078,15.771044,10000,Kepler-139,1.3,10000,0.0258466
Kepler-375 b,0.103296,12.125934,10000,Kepler-375,0.837,10000,0.010538
Kepler-182 b,0.0897811,9.825792,10000,Kepler-182,1.146,10000,0.0206381
Kepler-306 e,0.247015,44.840975,10000,Kepler-306,0.719,10000,0.0171819
Kepler-253 b,0.0475233,3.783986,10000,Kepler-253,0.786,10000,0.0121124
Kepler-259 b,0.0790333,8.115317,10000,Kepler-259,0.898,10000,0.0236491
Kepler-203 d,0.0987232,11.32972,10000,Kepler-203,1.114,10000,0.0102988
Kepler-224 b,0.0419025,3.132924,10000,Kepler-224,0.676,10000,0.00915403
Kepler-205 b,0.038467,2.75564,10000,Kepler-205,0.546,10000,0.0120453
Kepler-135 c,0.0994132,11.448708,10000,Kepler-135,1.275,10000,0.00493175
Kepler-265 c,0.129538,17.028937,10000,Kepler-265,1.103,10000,0.0212781
Kepler-341 e,0.238241,42.473269,10000,Kepler-341,1.024,10000,0.014692
Kepler-399 b,0.115973,14.425281,10000,Kepler-399,0.68,10000,0.00252018
Kepler-341 c,0.0783507,8.01041,10000,Kepler-341,1.024,10000,0.012573
Kepler-265 d,0.240693,43.130617,10000,Kepler-265,1.103,10000,0.0195472
Kepler-243 c,0.144324,20.026218,10000,Kepler-243,0.842,10000,0.014692
Kepler-165 c,0.120683,15.31299,10000,Kepler-165,0.77,10000,0.0167934
Kepler-326 d,0.0700163,6.766888,10000,Kepler-326,0.801,10000,0.0057099
Kepler-82 b,0.16455,26.444,10000,Kepler-82,0.9,0.85,0.0517963
Kepler-306 c,0.0732442,7.240193,10000,Kepler-306,0.719,10000,0.0179955
Kepler-85 e,0.168293,25.216751,10000,Kepler-85,0.893,10000,0.00674351
Kepler-390 c,0.108535,13.060022,10000,Kepler-390,0.776,10000,0.00126334
Kepler-80 b,0.0645109,7.053,10000,Kepler-80,0.65,0.72,0.0222358
Kepler-272 d,0.0964303,10.937304,10000,Kepler-272,0.929,10000,0.0169862
K2-32 d,0.18721,31.71922,10000,K2-32,0.87,0.87,0.048011
Kepler-292 b,0.0368224,2.580827,10000,Kepler-292,0.826,10000,0.00769114
Kepler-228 d,0.0973508,11.094286,10000,Kepler-228,1.014,10000,0.0531048
Kepler-140 b,0.0429776,3.25427,10000,Kepler-140,1.288,10000,0.0119837
Kepler-245 d,0.214468,36.277108,10000,Kepler-245,0.795,10000,0.0273861
Kepler-65 d,0.0852473,8.13123,10000,Kepler-65,1.41,1.25,0.0116475
Kepler-104 c,0.161331,23.668205,10000,Kepler-104,1.349,10000,0.0292202
Kepler-263 b,0.127191,16.568087,10000,Kepler-263,0.785,10000,0.0218083
Kepler-366 b,0.043221,3.281959,10000,Kepler-366,1.048,10000,0.0107805
Kepler-145 b,0.17338,22.951,10000,Kepler-145,1.85,1.32,10000
Kepler-219 c,0.156968,22.714613,10000,Kepler-219,1.491,10000,0.0392746
Kepler-293 b,0.140591,19.254196,10000,Kepler-293,0.957,10000,0.0281036
Kepler-166 b,0.0759843,7.650254,10000,Kepler-166,0.742,10000,0.0171819
Kepler-313 b,0.118876,14.970418,10000,Kepler-313,1.536,10000,0.0200225
Kepler-67 b,0.117046,15.7259,10000,Kepler-67,0.778,0.865,0.0267728
Kepler-150 c,0.0741975,7.381998,10000,Kepler-150,0.939,10000,0.0422294
Kepler-316 c,0.0704356,6.827766,10000,Kepler-316,0.52,10000,0.00493175
K2-105 b,0.0802803,8.266902,10000,K2-105,0.95,1.01,0
Kepler-342 c,0.17279,26.234138,10000,Kepler-342,1.472,10000,0.014454
Kepler-206 c,0.108963,13.137471,10000,Kepler-206,1.185,10000,0.0130508
Kepler-169 c,0.066017,6.195469,10000,Kepler-169,0.763,10000,0.0057099
Kepler-196 b,0.147733,20.739886,10000,Kepler-196,0.782,10000,0.0139923
Kepler-352 b,0.0911742,10.05537,10000,Kepler-352,0.781,10000,0.00170474
Kepler-329 b,0.0744278,7.416397,10000,Kepler-329,0.523,10000,0.00937625
Kepler-179 b,0.0382833,2.735926,10000,Kepler-179,0.759,10000,0.0121773
Kepler-176 b,0.0604835,5.433074,10000,Kepler-176,0.891,10000,0.0100631
Kepler-339 b,0.0570545,4.977656,10000,Kepler-339,0.802,10000,0.00983076
Kepler-124 d,0.192925,30.950851,10000,Kepler-124,0.636,10000,0.00422638
Kepler-52 c,0.10281,16.3850021,10000,Kepler-52,0.52,0.54,0.0135364
Kepler-125 b,0.0506571,4.164389,10000,Kepler-125,0.512,10000,0.0182069
Kepler-193 b,0.0990643,11.38848,10000,Kepler-193,1.147,10000,0.0184218
Kepler-119 c,0.050338,4.125103,10000,Kepler-119,0.839,10000,0.00216566
Kepler-58 c,0.119982,15.5741568,10000,Kepler-58,1.03,0.95,0.0245229
K2-26 b,0.0962142,14.5665,10000,K2-26,0.52,0.56,0.0226759
KELT-10 b,0.0525079,4.1662739,10000,KELT-10,1.209,1.112,0.6803
Kepler-120 b,0.0668458,6.312501,10000,Kepler-120,0.534,10000,0.0160511
Kepler-286 d,0.0640044,5.914323,10000,Kepler-286,0.863,10000,0.00789025
Kepler-338 c,0.164238,24.310856,10000,Kepler-338,1.735,10000,0.0178911
Kepler-300 c,0.23162,40.714955,10000,Kepler-300,0.9,10000,0.0169862
Kepler-258 c,0.203997,33.653079,10000,Kepler-258,0.915,10000,0.0400599
Kepler-167 c,0.0681548,7.406097,10000,Kepler-167,0.726,0.77,0.00871939
Kepler-291 b,0.0455136,3.546511,10000,Kepler-291,1.016,10000,0.0161415
Kepler-332 d,0.206247,34.21154,10000,Kepler-332,0.72,10000,0.00523423
Kepler-192 c,0.15002,21.2234,10000,Kepler-192,1.007,10000,0.0235009
Kepler-227 b,0.0877115,9.488015,10000,Kepler-227,1.091,10000,0.0288426
Kepler-275 b,0.0926511,10.300682,10000,Kepler-275,1.383,10000,0.0178911
Kepler-176 d,0.170666,25.751974,10000,Kepler-176,0.891,10000,0.019783
Kepler-319 d,0.196363,31.781925,10000,Kepler-319,0.903,10000,0.0173806
Kepler-80 d,0.0413591,3.072186,10000,Kepler-80,0.637,10000,0.0128437
Kepler-155 b,0.0641261,5.931194,10000,Kepler-155,0.62,10000,0.0155228
Kepler-342 d,0.226833,39.459357,10000,Kepler-342,1.472,10000,0.0195472
Kepler-396 b,0.227505,42.99,10000,Kepler-396,1.06,0.85,10000
Kepler-133 c,0.195273,31.517586,10000,Kepler-133,1.425,10000,0.0242535
Kepler-116 b,0.0643964,5.968734,10000,Kepler-116,1.454,10000,0.0353405
Kepler-107 c,0.0564705,4.901425,10000,Kepler-107,1.411,10000,0.0133325
Kepler-84 e,0.178021,27.434389,10000,Kepler-84,1.169,10000,0.0208911
K2-16 c,0.122878,19.07863,10000,K2-16,0.66,0.68,0.0208339
Kepler-128 c,0.166306,22.804,10000,Kepler-128,1.66,1.18,10000
Kepler-170 b,0.0778294,7.930592,10000,Kepler-170,1.035,10000,0.0305853
Kepler-247 d,0.146486,20.477912,10000,Kepler-247,0.768,10000,0.0497576
Kepler-136 b,0.100165,11.5789,10000,Kepler-136,1.355,10000,0.0151834
Kepler-305 d,0.128062,16.738661,10000,Kepler-305,0.794,10000,0.0223552
Kepler-120 c,0.107059,12.794585,10000,Kepler-120,0.534,10000,0.0125754
Kepler-393 b,0.0858179,9.182417,10000,Kepler-393,1.382,10000,0.00711292
Kepler-214 c,0.183794,28.7798,10000,Kepler-214,1.352,10000,0.0158724
Kepler-273 b,0.0401325,2.936532,10000,Kepler-273,0.815,10000,0.0117855
Kepler-323 c,0.0455761,3.553822,10000,Kepler-323,1.178,10000,0.0121124
Kepler-84 d,0.0511438,4.224537,10000,Kepler-84,1.169,10000,0.00893492
Kepler-267 c,0.0707769,6.87745,10000,Kepler-267,0.555,10000,0.0158724
Kepler-231 c,0.140675,19.271566,10000,Kepler-231,0.49,10000,0.0142208
