NAME,A (au),PER (days),ECC,STAR,RSTAR (Rsun),MSTAR (Msun),MASS (Mjup)
KOI 4323.01,0.1037,11.49589567,0,KOI 4323,1.506,1.123,0.012074933
KOI 4325.01,0.0144,0.609926502,0,KOI 4325,0.965,1.075,0.004699564
KOI 7670.01,0.0827,8.4795266,0,KOI 7670,0.931,1.047,0.005634853
KOI 4391.01,0.2583,49.4746966,0,KOI 4391,0.928,0.94,0.012274051
KOI 4393.01,0.0261,1.62888267,0,KOI 4393,0.811,0.896,0.002336069
KOI 4395.01,0.0283,1.920062587,0,KOI 4395,0.741,0.83,0.004699564
KOI 4188.01,0.0711,6.96352699,0,KOI 4188,1.686,0.984,0.010065691
KOI 4259.01,0.0177,0.909127736,0,KOI 4259,0.996,0.885,0.002927085
KOI 2579.03,0.0954,10.30148508,0,KOI 2579,1.235,1.09,0.012140985
KOI 4329.01,0.1423,17.8007815,0,KOI 4329,1.252,1.214,0.003377463
KOI 4331.01,0.0309,1.717859841,0,KOI 4331,1.732,1.333,0.011305975
KOI 4398.01,0.0724,7.3422467,0,KOI 4398,0.839,0.939,0.012140985
KOI 647.02,0.078,8.1134681,0,KOI 647,1.409,0.963,0.002336069
KOI 2420.02,0.0595,5.4675514,0,KOI 2420,1.151,0.936,0.004002722
KOI 4264.01,0.0174,0.888478095,0,KOI 4264,0.806,0.903,0.011557051
KOI 4334.01,0.0319,2.44232399,0,KOI 4334,0.738,0.723,0.004412023
KOI 4399.01,0.2298,42.1003351,0,KOI 4399,0.82,0.917,0.010551077
KOI 4403.01,0.0625,5.88350251,0,KOI 4403,0.849,0.942,0.007251222
KOI 4198.01,0.0237,1.182862515,0,KOI 4198,2.639,1.269,0.007058564
KOI 4267.01,0.0352,2.20829637,0,KOI 4267,1.454,1.194,0.009137375
KOI 4269.01,0.1943,26.6565737,0,KOI 4269,3.062,1.373,0.059023531
KOI 4269.02,0.0588,4.4408541,0,KOI 4269,3.062,1.373,0.013102581
KOI 7679.01,0.0286,1.8679943,0,KOI 7679,0.815,0.899,0.000890697
KOI 4405.01,0.0853,8.9172863,0,KOI 4405,0.986,1.035,0.009828326
KOI 4407.01,0.0257,1.33807075,0,KOI 4407,1.319,1.269,0.000521316
KOI 4273.01,0.141,17.3731821,0,KOI 4273,1.54,1.237,0.00805538
KOI 4274.01,0.0311,1.97507424,0,KOI 4274,0.947,1.022,0.004136256
KOI 4691.01,0.0442,3.3879165,0,KOI 4691,1.245,0.997,0.004272681
KOI 4482.01,0.0627,5.38299284,0,KOI 4482,1.293,1.135,0.001301891
KOI 4549.01,0.0311,2.0481582,0,KOI 4549,0.86,0.955,0.005310781
KOI 4551.01,0.12,14.7179342,0,KOI 4551,1.018,1.058,0.00686922
KOI 3179.01,0.0636,5.99078221,0,KOI 3179,0.972,0.954,0.003496951
KOI 4625.01,0.0322,2.440839436,0,KOI 4625,0.698,0.752,1
KOI 4694.01,0.1454,19.2527652,0,KOI 4694,1.046,1.102,0.00668317
KOI 4484.01,0.0354,2.29794819,0,KOI 4484,1.072,1.117,0.002927085
KOI 4487.01,0.0431,3.48754109,0,KOI 4487,0.783,0.896,0.000982926
KOI 4554.01,0.0847,8.0772455,0,KOI 4554,2.032,1.239,0.021756357
KOI 4557.01,0.0647,5.75651958,0,KOI 4557,1.024,1.086,0.001621046
KOI 4627.01,0.074,7.51731745,0,KOI 4627,0.923,0.957,0.005801589
KOI 4630.01,0.2558,44.6966177,0,KOI 4630,1.518,1.116,0.019817626
KOI 4698.01,0.0883,8.5275894,0,KOI 4698,1.193,1.26,0.007447214
KOI 4699.01,0.0435,3.07714195,0,KOI 4699,1.336,1.162,0.004136256
KOI 4700.01,0.0456,3.83488354,0,KOI 4700,0.775,0.868,0.005971488
KOI 4558.01,0.0793,8.8233996,0,KOI 4558,1.121,0.852,0.004847813
KOI 4632.01,0.2125,40.0691482,0,KOI 4632,0.762,0.796,1
KOI 4633.01,0.1067,11.6933447,0,KOI 4633,1.354,1.189,0.004699564
KOI 4634.01,0.0494,4.02745396,0,KOI 4634,1.041,0.987,0.002927085
KOI 3196.01,0.0584,4.96061094,0,KOI 3196,1.298,1.079,0.000491918
KOI 4705.01,0.0239,1.4733245,0,KOI 4705,0.921,0.834,0.003496951
KOI 4495.01,0.065,5.93218209,0,KOI 4495,0.977,1.036,0.009828326
KOI 7681.01,0.063,6.05552018,0,KOI 7681,0.805,0.919,0.002336069
KOI 3165.01,0.0527,4.11754421,0,KOI 3165,1.726,1.147,0.003377463
KOI 4637.01,0.0575,4.37992345,0,KOI 4637,1.918,1.324,0.001487182
KOI 4709.01,0.0445,3.70858595,0,KOI 4709,0.771,0.864,0.008477835
KOI 4710.01,0.0859,9.4527721,0,KOI 4710,0.857,0.945,0.007849274
KOI 4711.01,0.0493,4.3638313,0,KOI 4711,0.763,0.853,0.004136256
KOI 4497.01,0.0675,6.83006228,0,KOI 4497,0.8,0.886,0.004272681
KOI 4498.01,0.1319,17.1622587,0,KOI 4498,0.939,1.037,1
KOI 4499.01,0.0578,5.19898615,0,KOI 4499,0.867,0.95,0.003619194
KOI 4567.01,0.1182,14.74426,0,KOI 4567,0.987,1.006,0.232279967
KOI 4570.01,0.2026,35.0175053,0,KOI 4570,1.123,0.905,0.016285734
KOI 3184.01,0.0763,7.545922037,0,KOI 3184,1.376,1.039,0.000804986
KOI 3197.01,0.1577,22.599501,0,KOI 3197,1.087,1.017,0.002719077
KOI 4725.01,0.0735,7.28171395,0,KOI 4725,1.806,0.996,0.021484309
KOI 4500.02,0.2323,44.9851885,0,KOI 4500,0.8,0.825,0.015916405
KOI 4503.01,0.065,5.89089509,0,KOI 4503,0.942,1.054,0.011749177
KOI 4504.01,0.048,4.13029832,0,KOI 4504,0.81,0.864,0.011050751
KOI 4643.01,0.0617,5.59346375,0,KOI 4643,0.933,1.001,0.010799122
KOI 4644.01,0.0426,3.44928111,0,KOI 4644,0.781,0.879,0.006500393
KOI 4647.01,0.2241,37.9043889,0,KOI 4647,1.964,1.042,0.014872775
KOI 3196.02,0.0726,6.88297756,0,KOI 3196,1.298,1.079,0.00124409
KOI 4713.01,0.0836,8.7963166,0,KOI 4713,1,1,0.009137375
KOI 4714.01,0.0301,2.049602348,0,KOI 4714,0.78,0.872,0.004136256
KOI 4716.01,0.0657,5.8943338,0,KOI 4716,1.145,1.087,0.000551979
KOI 4504.02,0.0753,8.119343,0,KOI 4504,0.81,0.864,0.011493518
KOI 4505.01,0.1356,18.0071438,0,KOI 4505,1.167,1.023,0.003744218
KOI 4506.01,0.0588,5.60473115,0,KOI 4506,0.777,0.871,0.004554309
KOI 4508.01,0.0321,2.49915311,0,KOI 4508,0.72,0.707,0.003377463
KOI 4580.01,0.0709,6.30432354,0,KOI 4580,1.836,1.192,0.006500393
KOI 4649.01,0.0423,3.38419892,0,KOI 4649,0.795,0.888,0.005971488
KOI 4651.01,0.0207,1.19260017,0,KOI 4651,1.013,0.837,0.00124409
KOI 4509.01,0.0856,12.003678,0,KOI 4509,0.594,0.58,0.002821664
KOI 4581.01,0.0658,6.0059966,0,KOI 4581,1.16,1.05,0.001031583
KOI 4582.01,0.0494,4.22426989,0,KOI 4582,0.883,0.903,8.38331E-05
KOI 4653.01,0.1547,19.9778599,0,KOI 4653,1.162,1.232,0.004002722
KOI 4655.01,0.126,17.543847,0,KOI 4655,0.791,0.865,0.005153397
KOI 4656.01,0.0528,3.8183717,0,KOI 4656,1.692,1.351,0.009828326
KOI 4730.01,0.0838,9.07829171,0,KOI 4730,1.611,0.951,0.044493724
KOI 7693.01,0.0669,6.41097179,0,KOI 7693,0.933,0.972,0.010065691
KOI 4587.01,0.0666,6.36283414,0,KOI 4587,0.883,0.972,0.004699564
KOI 4588.01,0.0802,7.53737498,0,KOI 4588,1.436,1.212,0.002427819
KOI 4657.01,0.0714,7.57600886,0,KOI 4657,0.774,0.848,0.000362723
KOI 4659.01,0.2301,41.8681996,0,KOI 4659,0.837,0.928,0.00686922
KOI 4661.01,0.0763,8.61742738,0,KOI 4661,0.84,0.797,0.003260699
KOI 4451.01,0.0767,8.8303681,0,KOI 4451,0.706,0.786,0.008264895
KOI 4452.01,0.1045,12.85755895,0,KOI 4452,1.156,0.922,0.006500393
KOI 7685.02,0.1984,33.502923,0,KOI 7685,1.177,0.926,0.004136256
KOI 4520.01,0.0888,9.3335486,0,KOI 4520,1.863,1.071,0.012750682
KOI 4590.01,0.083,9.54060855,0,KOI 4590,0.831,0.839,0.013174204
KOI 4591.01,0.0289,1.80926734,0,KOI 4591,0.891,0.983,0.002076149
KOI 750.02,0.0533,5.04413987,0,KOI 750,0.828,0.791,0.005634853
KOI 7676.01,0.059,5.3694084,0,KOI 7676,0.869,0.951,0.000583941
KOI 4663.01,0.0619,5.65690281,0,KOI 4663,1.32,0.986,0.001081987
KOI 4456.01,0.0738,7.4299322,0,KOI 4456,1.252,0.972,0.013613292
KOI 4523.01,0.0627,5.68251605,0,KOI 4523,1.157,1.016,0.003496951
KOI 4524.01,0.0783,7.99144696,0,KOI 4524,1.006,1.003,0.011684873
KOI 4524.02,0.0536,4.52628739,0,KOI 4524,1.006,1.003,0.003377463
KOI 4595.01,0.0122,0.597018404,0,KOI 4595,0.63,0.688,0.004272681
KOI 4597.01,0.0531,4.82025124,0,KOI 4597,0.777,0.864,0.001301891
KOI 4666.01,0.0984,12.4019263,0,KOI 4666,0.832,0.824,0.012363026
KOI 4670.01,0.0655,6.80899076,0,KOI 4670,0.854,0.81,1
KOI 4526.01,0.1942,30.5392931,0,KOI 4526,1.328,1.046,0.023331862
KOI 4528.01,0.0726,8.31224474,0,KOI 4528,0.816,0.739,1
KOI 4530.01,0.1072,12.6362048,0,KOI 4530,0.992,1.028,0.004412023
KOI 7687.01,0.1821,23.266633,0,KOI 7687,3.775,1.487,0.022455606
KOI 4601.01,0.0813,7.94004281,0,KOI 4601,1.081,1.132,0.002927085
KOI 4602.01,0.0378,2.85855049,0,KOI 4602,0.964,0.881,0.006500393
KOI 3190.01,0.0839,8.95294046,0,KOI 3190,1.207,0.98,0.001838225
KOI 4674.01,0.0543,4.84350003,0,KOI 4674,1.056,0.906,0.002160282
KOI 4462.01,0.2944,45.163025,0,KOI 4462,2.015,1.665,0.018536257
KOI 4463.01,0.2,36.7614011,0,KOI 4463,0.823,0.789,0.011620834
KOI 4464.01,0.0448,4.373570433,0,KOI 4464,0.64,0.627,0.006500393
KOI 4603.01,0.1311,15.9513866,0,KOI 4603,1.168,1.181,0.005471258
KOI 4605.01,0.0769,7.7859111,0,KOI 4605,0.954,0.994,0.000804986
KOI 4676.01,0.2158,31.183688,0,KOI 4676,2.407,1.378,0.03221044
KOI 4467.01,0.039,2.94242323,0,KOI 4467,0.819,0.919,0.010551077
KOI 7678.01,0.1104,13.0914878,0,KOI 7678,1.288,1.048,0.001361645
KOI 4541.01,0.08,8.5291223,0,KOI 4541,1.111,0.937,0.015825819
KOI 4613.01,0.0298,1.962282625,0,KOI 4613,0.979,0.915,0.001487182
KOI 4614.01,0.0718,6.4546845,0,KOI 4614,1.362,1.185,0.009594494
KOI 4685.01,0.0127,0.494247662,0,KOI 4685,0.998,1.107,0.011557051
KOI 4686.01,0.1128,11.8299383,0,KOI 4686,2.431,1.365,0.012140985
KOI 4477.01,0.0587,5.30179786,0,KOI 4477,0.864,0.961,0.006320868
KOI 4477.02,0.0856,9.32867952,0,KOI 4477,0.864,0.961,0.012274051
KOI 4478.01,0.0617,6.38671206,0,KOI 4478,0.811,0.768,0.005801589
KOI 4545.01,0.0169,0.849362238,0,KOI 4545,0.788,0.891,0.001763588
KOI 4546.01,0.0186,0.741768294,0,KOI 4546,3.147,1.566,1
KOI 4904.01,0.0447,3.5944891,0,KOI 4904,1.046,0.922,0.002927085
KOI 4906.01,0.0529,4.8608059,0,KOI 4906,0.757,0.839,0.006144574
KOI 4907.01,0.0511,4.04481159,0,KOI 4907,1.141,1.082,0.000764479
KOI 7712.01,0.0536,4.8302364,0,KOI 7712,2.247,0.877,0.003872052
KOI 4764.01,0.1824,31.4202111,0,KOI 4764,0.748,0.822,0.011305975
KOI 4766.01,0.0574,5.56676609,0,KOI 4766,0.859,0.81,0.004699564
KOI 4837.01,0.0542,5.38613715,0,KOI 4837,0.656,0.74,0.001838225
KOI 4838.01,0.0948,13.2965044,0,KOI 4838,0.613,0.64,0.001994459
KOI 4839.01,0.1622,21.8420304,0,KOI 4839,2.241,1.189,0.015210412
KOI 4912.01,0.0197,0.876850385,0,KOI 4912,1.756,1.32,0.008914059
KOI 3301.01,0.1421,20.7106368,0,KOI 3301,0.901,0.89,0.004699564
KOI 4768.01,0.0384,3.43633133,0,KOI 4768,0.651,0.638,0.011050751
KOI 4772.01,0.0461,3.38080537,0,KOI 4772,1.193,1.146,0.012750682
KOI 4840.01,0.0966,10.4716194,0,KOI 4840,1.574,1.095,0.013102581
KOI 3214.01,0.1038,11.49500229,0,KOI 3214,1.788,1.127,0.011684873
KOI 4913.01,0.0835,6.78788113,0,KOI 4913,2.829,1.677,0.019576203
KOI 4914.01,0.0603,5.47455167,0,KOI 4914,1.312,0.972,0.010065691
KOI 3224.01,0.0435,3.43861067,0,KOI 3224,1.401,0.926,0.003260699
KOI 3225.01,0.0546,4.8754765,0,KOI 3225,1.286,0.911,0.001423394
KOI 3307.01,0.0867,10.5071781,0,KOI 3307,0.865,0.788,0.010306604
KOI 7704.01,0.0634,5.4398033,0,KOI 7704,1.08,1.147,0.003146633
KOI 4772.02,0.08,9.0194714,0,KOI 4772,0.768,0.838,0.004002722
KOI 4773.01,0.0839,8.8493948,0,KOI 4773,1.11,1.004,0.001553051
KOI 4775.01,0.1437,16.4491515,0,KOI 4775,2.789,1.464,0.023785671
KOI 4844.01,0.0104,0.428046051,0,KOI 4844,0.775,0.805,0.001915167
KOI 4846.01,0.139,19.254536,0,KOI 4846,0.868,0.963,0.008264895
KOI 3232.01,0.0646,6.05919881,0,KOI 3232,0.962,0.977,0.006144574
KOI 3310.01,0.1416,20.5512722,0,KOI 3310,0.918,0.894,0.01240845
KOI 4776.01,0.0693,7.5861587,0,KOI 4776,0.871,0.767,0.004002722
KOI 4777.01,0.0113,0.824000125,0,KOI 4777,0.28,0.28,0.000154369
KOI 7706.01,0.186,42.04952379,0,KOI 7706,0.48,0.485,0.005801589
KOI 4780.01,0.0684,6.60180003,0,KOI 4780,0.86,0.977,0.00686922
KOI 4849.01,0.039,3.19938075,0,KOI 4849,0.702,0.779,0.000583941
KOI 4850.01,0.04,3.04185157,0,KOI 4850,0.857,0.922,0.000935977
KOI 4852.01,0.031,1.89873195,0,KOI 4852,1.05,1.104,0.002427819
KOI 1101.02,0.0926,11.39110963,0,KOI 1101,0.76,0.814,0.0143047
KOI 3236.01,0.082,7.13044117,0,KOI 3236,2.074,1.443,0.005634853
KOI 3312.01,0.133,18.0939004,0,KOI 3312,0.867,0.958,0.014384153
KOI 3313.01,0.1993,34.9524256,0,KOI 3313,0.779,0.864,1
KOI 3206.01,0.1201,15.1516409,0,KOI 3206,1,1,0.009594494
KOI 4782.01,0.0758,7.4213444,0,KOI 4782,0.973,1.055,0.013031382
KOI 4853.01,0.1346,17.7412303,0,KOI 4853,0.956,1.032,0.004999083
KOI 4854.01,0.0354,2.63527677,0,KOI 4854,0.864,0.854,0.0011882
KOI 4857.01,0.0504,4.11497357,0,KOI 4857,0.927,1.006,0.005471258
KOI 4859.01,0.0678,7.5019743,0,KOI 4859,0.758,0.737,0.005801589
KOI 4861.01,0.1766,29.1206519,0,KOI 4861,0.788,0.872,0.012140985
KOI 3248.01,0.0701,6.91261536,0,KOI 3248,1.044,0.96,0.000651903
KOI 7715.01,0.1685,25.8616058,0,KOI 7715,0.884,0.954,0.004699564
KOI 3318.01,0.114,13.8353959,0,KOI 3318,1.057,1.03,0.047261298
KOI 1404.02,0.1088,18.9060921,0,KOI 1404,0.45,0.479,0.001915167
KOI 3318.02,0.1723,25.6970688,0,KOI 3318,1.057,1.03,0.048867767
KOI 3319.01,0.1456,19.5906103,0,KOI 3319,1.496,1.072,0.022172589
KOI 4790.01,0.0653,6.07855,0,KOI 4790,1.114,1.003,0.004999083
KOI 3208.01,0.0321,2.131660527,0,KOI 3208,0.997,0.967,0.000410974
KOI 4792.01,0.0654,5.75902182,0,KOI 4792,1.066,1.122,0.002246906
KOI 4862.01,0.0158,0.903763067,0,KOI 4862,0.651,0.638,0.004136256
KOI 4864.01,0.0593,5.66494448,0,KOI 4864,1.13,0.865,0.001301891
KOI 3323.01,0.1144,14.3196417,0,KOI 3323,1.373,0.973,0.015646687
KOI 4793.01,0.0595,5.2736268,0,KOI 4793,0.918,1.007,0.002076149
KOI 4794.01,0.1568,24.5041103,0,KOI 4794,0.962,0.854,0.003496951
KOI 4797.01,0.0797,9.97202023,0,KOI 4797,0.696,0.677,0.007058564
KOI 3258.01,0.223,40.3511707,0,KOI 3258,0.82,0.916,0.014147424
KOI 3329.01,0.1101,12.6878176,0,KOI 3329,1.046,1.102,0.016570274
KOI 4799.01,0.1046,12.0729757,0,KOI 4799,1.707,1.046,0.012750682
KOI 3209.01,0.1183,11.91256675,0,KOI 3209,2.335,1.556,0.021756357
KOI 4871.01,0.0511,4.08197713,0,KOI 4871,1.156,1.061,0.000521316
KOI 4875.01,0.0155,0.912179022,0,KOI 4875,0.555,0.591,0.000687975
KOI 3264.01,0.093,13.0151826,0,KOI 3264,0.643,0.632,0.009137375
KOI 4733.01,0.0696,7.28116667,0,KOI 4733,0.788,0.844,0.010065691
KOI 4735.01,0.0366,2.87998334,0,KOI 4735,0.806,0.79,0.001763588
KOI 4804.01,0.1467,21.08678557,0,KOI 4804,0.863,0.944,0.015825819
KOI 4877.01,0.0611,5.19206571,0,KOI 4877,1.075,1.124,0.003035391
KOI 1151.04,0.1242,17.4532945,0,KOI 1151,0.853,0.838,0.0011882
KOI 3267.01,0.1209,14.1959621,0,KOI 3267,1.076,1.169,0.012544244
KOI 7708.01,0.0691,6.70242786,0,KOI 7708,2.224,0.979,0.013688102
KOI 4737.01,0.0798,7.79534033,0,KOI 4737,1.05,1.114,0.004002722
KOI 4808.01,0.0262,2.40174996,0,KOI 4808,0.399,0.415,0.000687975
KOI 4811.01,0.1519,21.7434141,0,KOI 4811,1.497,0.987,0.017260585
KOI 4881.01,0.0649,5.6795377,0,KOI 4881,1.585,1.127,0.005310781
KOI 4885.01,0.0838,9.33955596,0,KOI 4885,1.101,0.898,0.022598795
KOI 3271.01,0.1307,19.5489666,0,KOI 3271,0.732,0.776,0.014225792
KOI 3271.02,0.0685,7.41834569,0,KOI 3271,0.732,0.776,0.004699564
KOI 4813.01,0.0734,9.2294726,0,KOI 4813,0.596,0.618,0.001553051
KOI 4815.01,0.132,18.3721835,0,KOI 4815,0.83,0.908,0.004699564
KOI 4886.01,0.1365,17.99562529,0,KOI 4886,0.959,1.045,1
KOI 1151.05,0.1437,21.7203362,0,KOI 1151,0.853,0.838,0.001423394
KOI 4748.01,0.0717,6.64754478,0,KOI 4748,1.007,1.111,0.0129606
KOI 4749.01,0.031,1.97650073,0,KOI 4749,0.923,1.015,0.002821664
KOI 4818.01,0.0547,3.79892774,0,KOI 4818,2.106,1.511,0.011564805
KOI 4820.01,0.1195,14.7401061,0,KOI 4820,0.959,1.045,0.012093321
KOI 4891.01,0.0552,4.7309013,0,KOI 4891,0.911,1.001,0.009828326
KOI 4892.01,0.1427,21.3761817,0,KOI 4892,1.052,0.846,0.004136256
KOI 4893.01,0.0711,6.58753699,0,KOI 4893,0.993,1.101,0.011557051
KOI 3279.01,0.1954,30.8278245,0,KOI 3279,0.96,1.047,0.019338605
KOI 4750.01,0.2115,36.721576,0,KOI 4750,0.84,0.937,0.01454473
KOI 4822.01,0.0461,3.51413723,0,KOI 4822,0.989,1.058,0.000847046
KOI 4823.01,0.0566,4.96504981,0,KOI 4823,2.011,0.982,0.011557051
KOI 4826.01,0.0227,1.141148847,0,KOI 4826,1.989,1.19,0.012612683
KOI 4895.01,0.1017,12.460565,0,KOI 4895,0.933,0.901,0.004412023
KOI 4896.01,0.1421,19.5945772,0,KOI 4896,1.023,0.995,0.005634853
KOI 4754.01,0.0724,7.08757462,0,KOI 4754,0.925,1.008,0.007447214
KOI 4755.01,0.045,3.74318005,0,KOI 4755,0.851,0.866,0.013174204
KOI 4756.01,0.0633,5.4169303,0,KOI 4756,1.108,1.151,0.371339118
KOI 4827.01,0.1793,31.1920226,0,KOI 4827,0.777,0.789,0.012476169
KOI 4829.01,0.0797,7.630545,0,KOI 4829,1.179,1.155,0.017568233
KOI 4900.01,0.0702,6.6716723,0,KOI 4900,1.021,1.031,0.007251222
KOI 4759.01,0.1342,17.7662938,0,KOI 4759,0.946,1.022,0.011749177
KOI 4762.01,0.088,11.56722589,0,KOI 4762,0.691,0.678,0.007646558
KOI 4833.01,0.0516,4.31724247,0,KOI 4833,1.31,0.979,0.003260699
KOI 4834.01,0.0547,3.74099144,0,KOI 4834,3.231,1.554,0.013915475
KOI 3503.01,0.1462,21.1876185,0,KOI 3503,0.849,0.925,0.001361645
KOI 3367.01,0.1693,25.3736543,0,KOI 3367,0.966,0.998,0.014147424
KOI 3368.01,0.0914,10.08535311,0,KOI 3368,0.945,1,0.011305975
KOI 3434.01,0.0942,10.2856373,0,KOI 3434,1.06,1.053,0.00668317
KOI 3437.02,0.2162,34.7496038,0,KOI 3437,1.601,1.114,0.039417223
KOI 3370.01,0.1512,24.352541,0,KOI 3370,0.805,0.776,0.011620834
KOI 3372.01,0.1815,26.7575866,0,KOI 3372,1.052,1.111,0.017777418
KOI 3440.01,0.2049,33.0257179,0,KOI 3440,0.99,1.049,0.017059483
KOI 1627.03,0.052,3.80675878,0,KOI 1627,1.797,1.294,0.023785671
KOI 3374.02,0.2245,34.1086562,0,KOI 3374,1.668,1.296,0.014707584
KOI 3375.01,0.2524,47.0563327,0,KOI 3375,0.924,0.967,0.021216541
KOI 3377.01,0.0725,10.0100312,0,KOI 3377,0.508,0.507,0.003035391
KOI 3444.01,0.0865,12.67143692,0,KOI 3444,0.529,0.536,0.0011882
KOI 3444.03,0.0304,2.63595435,0,KOI 3444,0.529,0.536,0.000278777
KOI 7780.01,0.0647,5.3360574,0,KOI 7780,2.032,1.267,0.011620834
KOI 3383.01,0.2107,37.8862977,0,KOI 3383,0.818,0.868,0.015916405
KOI 3384.01,0.096,10.54841329,0,KOI 3384,1.092,1.059,0.050862211
KOI 3448.01,0.2108,32.510844,0,KOI 3448,1.358,1.183,0.021894005
KOI 3451.01,0.1007,10.90752977,0,KOI 3451,1.147,1.141,0.012009192
KOI 1899.02,0.0962,10.5226374,0,KOI 1899,1.175,1.064,0.004136256
KOI 3455.01,0.1132,14.0545718,0,KOI 3455,0.88,0.977,0.011305975
KOI 332.02,0.0745,6.86674226,0,KOI 332,1.135,1.172,0.001361645
KOI 3389.01,0.2144,29.7681831,0,KOI 3389,2.916,1.479,0.05399373
KOI 3391.01,0.1754,36.7662364,0,KOI 3391,0.54,0.531,0.007447214
KOI 3459.01,0.1077,13.2226149,0,KOI 3459,0.863,0.953,0.013174204
KOI 1750.02,0.0355,2.53742164,0,KOI 1750,0.917,0.928,0.002427819
KOI 3394.01,0.1286,15.5764061,0,KOI 3394,1.076,1.169,0.013465098
KOI 3395.01,0.0873,10.00506974,0,KOI 3395,0.924,0.884,0.004554309
KOI 3396.01,0.2101,36.2580749,0,KOI 3396,0.848,0.937,0.013688102
KOI 3462.01,0.102,12.4326997,0,KOI 3462,1.229,0.914,0.014147424
KOI 3462.02,0.1875,30.9902997,0,KOI 3462,1.229,0.914,0.017059483
KOI 3397.01,0.2283,35.8754482,0,KOI 3397,1.218,1.235,0.018536257
KOI 3398.02,0.2588,35.8007112,0,KOI 3398,3.955,1.801,0.220709186
KOI 3398.03,0.0633,4.32710579,0,KOI 3398,3.955,1.801,0.041320721
KOI 3470.01,0.1204,15.0617835,0,KOI 3470,1.158,1.024,0.012207355
KOI 3401.01,0.1317,17.9559673,0,KOI 3401,1.195,0.944,0.014789883
KOI 1681.02,0.0238,1.992812339,0,KOI 1681,0.42,0.45,0.201149282
KOI 7773.01,0.0363,2.69339974,0,KOI 7773,0.863,0.88,0.003619194
KOI 3472.01,0.0962,10.43003118,0,KOI 3472,1.031,1.085,0.004999083
KOI 3473.01,0.193,27.63714708,0,KOI 3473,2.427,1.254,0.147701434
KOI 3335.01,0.2053,31.2543238,0,KOI 3335,1.092,1.18,0.017883258
KOI 1525.02,0.1216,11.8061737,0,KOI 1525,2.599,1.714,0.025710234
KOI 3403.02,0.0658,6.15828666,0,KOI 3403,1.524,1.003,0.005971488
KOI 1833.02,0.0634,7.68433346,0,KOI 1833,0.572,0.575,0.021349894
KOI 3337.01,0.0955,11.16622885,0,KOI 3337,0.836,0.931,0.011878609
KOI 3339.01,0.1453,23.1334494,0,KOI 3339,0.932,0.763,0.020952994
KOI 3340.01,0.0823,8.9539656,0,KOI 3340,0.947,0.925,0.00169121
KOI 3340.02,0.1094,13.7281373,0,KOI 3340,0.947,0.925,0.003872052
KOI 3411.01,0.1845,26.83771808,0,KOI 3411,1.069,1.161,1
KOI 1681.03,0.0348,3.53105835,0,KOI 1681,0.42,0.45,1
KOI 7774.01,0.0647,6.32589574,0,KOI 7774,0.818,0.907,0.004999083
KOI 3480.01,0.0954,11.9378354,0,KOI 3480,0.738,0.826,0.005153397
KOI 3481.01,0.233,32.715906,0,KOI 3481,3.192,1.574,0.04419587
KOI 3482.01,0.1216,15.3317719,0,KOI 3482,1.285,1.018,0.014384153
KOI 3341.01,0.179,27.0965146,0,KOI 3341,1.352,1.038,0.016285734
KOI 3341.02,0.1014,11.5474983,0,KOI 3341,1.352,1.038,0.012093321
KOI 3344.01,0.0981,11.6044881,0,KOI 3344,1.166,0.934,0.014147424
KOI 3416.01,0.0978,11.8237228,0,KOI 3416,0.803,0.899,0.00686922
KOI 3486.01,0.129,19.0689513,0,KOI 3486,0.889,0.788,0.01234108
KOI 7759.01,0.0694,6.2253374,0,KOI 7759,1.726,1.147,0.014464161
KOI 3347.01,0.103,12.90235874,0,KOI 3347,0.788,0.882,0.012363026
KOI 3420.02,0.1085,12.5014905,0,KOI 3420,1.492,1.088,0.017362327
KOI 3421.01,0.249,40.6511021,0,KOI 3421,1.369,1.247,0.012820258
KOI 3422.01,0.3196,40.1454757,0,KOI 3422,7.162,2.697,1
KOI 7733.01,0.0246,1.048130894,0,KOI 7733,3.214,1.799,0.070377086
KOI 3493.01,0.2588,46.7162336,0,KOI 3493,1.092,1.057,0.015382979
KOI 3495.01,0.1342,17.6062701,0,KOI 3495,1.159,1.038,0.0129606
KOI 1562.02,0.1442,20.0679247,0,KOI 1562,0.904,0.991,0.017464874
KOI 3423.01,0.2043,30.2541186,0,KOI 3423,1.161,1.239,0.024565958
KOI 3425.01,0.1557,20.034708,0,KOI 3425,2,1.251,0.017362327
KOI 3425.02,0.0454,3.15722086,0,KOI 3425,2,1.251,0.010306604
KOI 3495.02,0.0704,6.685438,0,KOI 3495,1.159,1.038,0.00686922
KOI 3496.02,0.09,8.5433774,0,KOI 3496,1.685,1.333,0.012009192
KOI 7744.01,0.1052,11.7201693,0,KOI 7744,1.067,1.127,0.008694217
KOI 3354.01,0.0964,11.5706005,0,KOI 3354,0.9,0.89,0.008477835
KOI 3355.01,0.1264,16.2953228,0,KOI 3355,1.013,1.007,0.012140985
KOI 7762.01,0.0819,8.5073512,0,KOI 7762,0.955,1.011,0.009594494
KOI 3429.01,0.1213,15.8283833,0,KOI 3429,1.145,0.95,0.01353896
KOI 3500.02,0.062,4.7482669,0,KOI 3500,2.481,1.408,0.011943753
KOI 3358.01,0.0876,10.10404351,0,KOI 3358,0.831,0.876,0.056131087
